GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
0500000US06037,"Los Angeles County, California",119875,2022
1400000US06037702501,Census Tract 7025.01; Los Angeles County; California,198011,2022
1400000US06037702502,Census Tract 7025.02; Los Angeles County; California,153321,2022
1400000US06037702600,Census Tract 7026; Los Angeles County; California,260707,2022
1400000US06037702700,Census Tract 7027; Los Angeles County; California,199202,2022
1400000US06037702801,Census Tract 7028.01; Los Angeles County; California,175354,2022
1400000US06037702802,Census Tract 7028.02; Los Angeles County; California,149499,2022
1400000US06037702803,Census Tract 7028.03; Los Angeles County; California,129723,2022
1400000US06037702900,Census Tract 7029; Los Angeles County; California,162155,2022
1400000US06037703002,Census Tract 7030.02; Los Angeles County; California,172962,2022
1400000US06037703003,Census Tract 7030.03; Los Angeles County; California,133134,2022
1400000US06037703100,Census Tract 7031; Los Angeles County; California,126984,2022
1400000US06037703200,Census Tract 7032; Los Angeles County; California,108761,2022
1400000US06037800101,Census Tract 8001.01; Los Angeles County; California,340083,2022
1400000US06037800103,Census Tract 8001.03; Los Angeles County; California,172674,2022
1400000US06037800104,Census Tract 8001.04; Los Angeles County; California,212726,2022
1400000US06037800202,Census Tract 8002.02; Los Angeles County; California,354901,2022
1400000US06037800204,Census Tract 8002.04; Los Angeles County; California,220378,2022
1400000US06037800205,Census Tract 8002.05; Los Angeles County; California,155390,2022
1400000US06037800206,Census Tract 8002.06; Los Angeles County; California,329108,2022
1400000US06037800324,Census Tract 8003.24; Los Angeles County; California,186534,2022
1400000US06037800325,Census Tract 8003.25; Los Angeles County; California,250028,2022
1400000US06037800328,Census Tract 8003.28; Los Angeles County; California,386285,2022
1400000US06037800333,Census Tract 8003.33; Los Angeles County; California,136028,2022
1400000US06037800334,Census Tract 8003.34; Los Angeles County; California,195865,2022
1400000US06037800335,Census Tract 8003.35; Los Angeles County; California,216885,2022
1400000US06037800336,Census Tract 8003.36; Los Angeles County; California,245469,2022
1400000US06037800337,Census Tract 8003.37; Los Angeles County; California,127059,2022
1400000US06037800338,Census Tract 8003.38; Los Angeles County; California,240167,2022
1400000US06037800406,Census Tract 8004.06; Los Angeles County; California,301642,2022
1400000US06037800410,Census Tract 8004.10; Los Angeles County; California,224175,2022
1400000US06037800411,Census Tract 8004.11; Los Angeles County; California,345452,2022
1400000US06037800412,Census Tract 8004.12; Los Angeles County; California,175707,2022
1400000US06037800504,Census Tract 8005.04; Los Angeles County; California,207760,2022
1400000US06037800506,Census Tract 8005.06; Los Angeles County; California,268772,2022
1400000US06037900102,Census Tract 9001.02; Los Angeles County; California,60553,2022
1400000US06037900103,Census Tract 9001.03; Los Angeles County; California,72773,2022
1400000US06037900104,Census Tract 9001.04; Los Angeles County; California,85124,2022
1400000US06037900301,Census Tract 9003.01; Los Angeles County; California,82042,2022
1400000US06037900501,Census Tract 9005.01; Los Angeles County; California,78476,2022
1400000US06037900504,Census Tract 9005.04; Los Angeles County; California,88620,2022
1400000US06037900505,Census Tract 9005.05; Los Angeles County; California,86924,2022
1400000US06037900506,Census Tract 9005.06; Los Angeles County; California,98650,2022
1400000US06037900508,Census Tract 9005.08; Los Angeles County; California,103581,2022
1400000US06037900509,Census Tract 9005.09; Los Angeles County; California,73254,2022
1400000US06037900510,Census Tract 9005.10; Los Angeles County; California,88517,2022
1400000US06037900602,Census Tract 9006.02; Los Angeles County; California,65526,2022
1400000US06037900606,Census Tract 9006.06; Los Angeles County; California,65120,2022
1400000US06037900607,Census Tract 9006.07; Los Angeles County; California,73920,2022
1400000US06037900608,Census Tract 9006.08; Los Angeles County; California,72881,2022
1400000US06037900609,Census Tract 9006.09; Los Angeles County; California,79439,2022
1400000US06037900610,Census Tract 9006.10; Los Angeles County; California,46930,2022
1400000US06037900611,Census Tract 9006.11; Los Angeles County; California,136421,2022
1400000US06037900701,Census Tract 9007.01; Los Angeles County; California,74348,2022
1400000US06037900703,Census Tract 9007.03; Los Angeles County; California,77820,2022
1400000US06037900704,Census Tract 9007.04; Los Angeles County; California,70857,2022
1400000US06037900705,Census Tract 9007.05; Los Angeles County; California,82253,2022
1400000US06037900804,Census Tract 9008.04; Los Angeles County; California,71193,2022
1400000US06037900805,Census Tract 9008.05; Los Angeles County; California,89761,2022
1400000US06037900806,Census Tract 9008.06; Los Angeles County; California,78790,2022
1400000US06037900807,Census Tract 9008.07; Los Angeles County; California,96028,2022
1400000US06037900808,Census Tract 9008.08; Los Angeles County; California,74427,2022
1400000US06037900901,Census Tract 9009.01; Los Angeles County; California,98992,2022
1400000US06037900902,Census Tract 9009.02; Los Angeles County; California,126369,2022
1400000US06037901003,Census Tract 9010.03; Los Angeles County; California,-,2022
1400000US06037901007,Census Tract 9010.07; Los Angeles County; California,131036,2022
1400000US06037901008,Census Tract 9010.08; Los Angeles County; California,107514,2022
1400000US06037901009,Census Tract 9010.09; Los Angeles County; California,135217,2022
1400000US06037901010,Census Tract 9010.10; Los Angeles County; California,87480,2022
1400000US06037901011,Census Tract 9010.11; Los Angeles County; California,91927,2022
1400000US06037901012,Census Tract 9010.12; Los Angeles County; California,137396,2022
1400000US06037901013,Census Tract 9010.13; Los Angeles County; California,126321,2022
1400000US06037901014,Census Tract 9010.14; Los Angeles County; California,150457,2022
1400000US06037901101,Census Tract 9011.01; Los Angeles County; California,105424,2022
1400000US06037901102,Census Tract 9011.02; Los Angeles County; California,121641,2022
1400000US06037901209,Census Tract 9012.09; Los Angeles County; California,86955,2022
1400000US06037901210,Census Tract 9012.10; Los Angeles County; California,120596,2022
1400000US06037901214,Census Tract 9012.14; Los Angeles County; California,135139,2022
1400000US06037901215,Census Tract 9012.15; Los Angeles County; California,105405,2022
1400000US06037901216,Census Tract 9012.16; Los Angeles County; California,156308,2022
1400000US06037901217,Census Tract 9012.17; Los Angeles County; California,124563,2022
1400000US06037901218,Census Tract 9012.18; Los Angeles County; California,185843,2022
1400000US06037901300,Census Tract 9013; Los Angeles County; California,82521,2022
1400000US06037910002,Census Tract 9100.02; Los Angeles County; California,78270,2022
1400000US06037910210,Census Tract 9102.10; Los Angeles County; California,145670,2022
1400000US06037910211,Census Tract 9102.11; Los Angeles County; California,246044,2022
1400000US06037910212,Census Tract 9102.12; Los Angeles County; California,150088,2022
1400000US06037910213,Census Tract 9102.13; Los Angeles County; California,142338,2022
1400000US06037910214,Census Tract 9102.14; Los Angeles County; California,133298,2022
1400000US06037910215,Census Tract 9102.15; Los Angeles County; California,108063,2022
1400000US06037910216,Census Tract 9102.16; Los Angeles County; California,134285,2022
1400000US06037910217,Census Tract 9102.17; Los Angeles County; California,122153,2022
1400000US06037910218,Census Tract 9102.18; Los Angeles County; California,101950,2022
1400000US06037910301,Census Tract 9103.01; Los Angeles County; California,131873,2022
1400000US06037910302,Census Tract 9103.02; Los Angeles County; California,130510,2022
1400000US06037910401,Census Tract 9104.01; Los Angeles County; California,93710,2022
1400000US06037910404,Census Tract 9104.04; Los Angeles County; California,81167,2022
1400000US06037910405,Census Tract 9104.05; Los Angeles County; California,55110,2022
1400000US06037910501,Census Tract 9105.01; Los Angeles County; California,43469,2022
1400000US06037910502,Census Tract 9105.02; Los Angeles County; California,63245,2022
1400000US06037910504,Census Tract 9105.04; Los Angeles County; California,70981,2022
1400000US06037910505,Census Tract 9105.05; Los Angeles County; California,79675,2022
1400000US06037910601,Census Tract 9106.01; Los Angeles County; California,79090,2022
1400000US06037910602,Census Tract 9106.02; Los Angeles County; California,81394,2022
1400000US06037910605,Census Tract 9106.05; Los Angeles County; California,58388,2022
1400000US06037910606,Census Tract 9106.06; Los Angeles County; California,80589,2022
1400000US06037910607,Census Tract 9106.07; Los Angeles County; California,104702,2022
1400000US06037910608,Census Tract 9106.08; Los Angeles County; California,68492,2022
1400000US06037910706,Census Tract 9107.06; Los Angeles County; California,97301,2022
1400000US06037910707,Census Tract 9107.07; Los Angeles County; California,80787,2022
1400000US06037910709,Census Tract 9107.09; Los Angeles County; California,121913,2022
1400000US06037910712,Census Tract 9107.12; Los Angeles County; California,86012,2022
1400000US06037910713,Census Tract 9107.13; Los Angeles County; California,83688,2022
1400000US06037910714,Census Tract 9107.14; Los Angeles County; California,93341,2022
1400000US06037910715,Census Tract 9107.15; Los Angeles County; California,82557,2022
1400000US06037910716,Census Tract 9107.16; Los Angeles County; California,116463,2022
1400000US06037910717,Census Tract 9107.17; Los Angeles County; California,100643,2022
1400000US06037910718,Census Tract 9107.18; Los Angeles County; California,119551,2022
1400000US06037910719,Census Tract 9107.19; Los Angeles County; California,96050,2022
1400000US06037910720,Census Tract 9107.20; Los Angeles County; California,113206,2022
1400000US06037910721,Census Tract 9107.21; Los Angeles County; California,66355,2022
1400000US06037910804,Census Tract 9108.04; Los Angeles County; California,141008,2022
1400000US06037910807,Census Tract 9108.07; Los Angeles County; California,149163,2022
1400000US06037910808,Census Tract 9108.08; Los Angeles County; California,110536,2022
1400000US06037910809,Census Tract 9108.09; Los Angeles County; California,220729,2022
1400000US06037910810,Census Tract 9108.10; Los Angeles County; California,206854,2022
1400000US06037910814,Census Tract 9108.14; Los Angeles County; California,128697,2022
1400000US06037910815,Census Tract 9108.15; Los Angeles County; California,141795,2022
1400000US06037911001,Census Tract 9110.01; Los Angeles County; California,90684,2022
1400000US06037911100,Census Tract 9111; Los Angeles County; California,77232,2022
1400000US06037920013,Census Tract 9200.13; Los Angeles County; California,154108,2022
1400000US06037920015,Census Tract 9200.15; Los Angeles County; California,184760,2022
1400000US06037920016,Census Tract 9200.16; Los Angeles County; California,186035,2022
1400000US06037920017,Census Tract 9200.17; Los Angeles County; California,157515,2022
1400000US06037920018,Census Tract 9200.18; Los Angeles County; California,145174,2022
1400000US06037920020,Census Tract 9200.20; Los Angeles County; California,136231,2022
1400000US06037920028,Census Tract 9200.28; Los Angeles County; California,149023,2022
1400000US06037920029,Census Tract 9200.29; Los Angeles County; California,103733,2022
1400000US06037920030,Census Tract 9200.30; Los Angeles County; California,130944,2022
1400000US06037920031,Census Tract 9200.31; Los Angeles County; California,108621,2022
1400000US06037920034,Census Tract 9200.34; Los Angeles County; California,162015,2022
